	Line scan				Control region		
Foci no	Distance	DAPI	MTCOI	SDHA	DAPI	MTCOI	SDHA
9	160.696	69.6	387.6	304.2	61.977	289.903	216.385
9	161.019	70.6	384.2	282.4	61.977	289.903	216.385
9	161.341	78.2	409.8	280.8	61.977	289.903	216.385
9	161.664	96.6	423.8	363.8	61.977	289.903	216.385
9	161.987	128.4	493.4	430	61.977	289.903	216.385
9	162.309	168.6	551.4	439.6	61.977	289.903	216.385
9	162.632	210.8	544.4	471.2	61.977	289.903	216.385
9	162.955	451.6	618.2	447	61.977	289.903	216.385
9	163.277	758.4	575.6	339.6	61.977	289.903	216.385
9	163.6	952.8	452.4	273	61.977	289.903	216.385
9	163.923	878	452.4	287.6	61.977	289.903	216.385
9	164.245	973.8	359.2	249.8	61.977	289.903	216.385
9	164.568	1020.8	343.8	245.4	61.977	289.903	216.385
9	164.891	1084.6	378.8	267.2	61.977	289.903	216.385
9	165.213	1153.8	331.8	281.6	61.977	289.903	216.385
9	165.536	1341	348	340.6	61.977	289.903	216.385
9	165.859	1571	396.8	337.8	61.977	289.903	216.385
9	166.181	1571	396.8	337.8	61.977	289.903	216.385
9	166.504	1719.4	429.2	330.8	61.977	289.903	216.385
9	166.827	1762.8	419.6	299	61.977	289.903	216.385
9	167.15	1790.6	371.8	291.6	61.977	289.903	216.385
9	167.472	1809.6	367.8	295.4	61.977	289.903	216.385
9	167.795	1795	365.2	317	61.977	289.903	216.385
9	168.118	2014.8	386.8	327	61.977	289.903	216.385
9	168.44	2014.8	386.8	327	61.977	289.903	216.385
9	168.763	2341.8	409.2	319.8	61.977	289.903	216.385
9	169.086	2463	392	304.6	61.977	289.903	216.385
9	169.408	2524.6	385	319.2	61.977	289.903	216.385
9	169.731	2441.8	371.8	307	61.977	289.903	216.385
9	170.054	2244.8	378.4	317.8	61.977	289.903	216.385
9	170.376	2166.8	388.6	312.2	61.977	289.903	216.385
9	170.699	1972.4	426	315	61.977	289.903	216.385
9	171.022	1873.6	442.2	316.8	61.977	289.903	216.385
9	171.344	1974.2	430	303.2	61.977	289.903	216.385
9	171.667	2083.8	408.8	304.4	61.977	289.903	216.385
9	171.99	2133.8	381.4	329.6	61.977	289.903	216.385
9	172.312	2133.8	381.4	329.6	61.977	289.903	216.385
9	172.635	2007.2	401	301.4	61.977	289.903	216.385
9	172.958	1927.2	384.2	272.2	61.977	289.903	216.385
9	173.28	1927.2	384.2	272.2	61.977	289.903	216.385
9	173.603	1846	349.2	273.4	61.977	289.903	216.385
9	173.926	1791	338.8	262.4	61.977	289.903	216.385
9	174.249	1723	343.8	273	61.977	289.903	216.385
9	174.571	1786.6	326.6	273.8	61.977	289.903	216.385
9	174.894	1755.8	323.4	287.4	61.977	289.903	216.385
9	175.217	1606.4	351.8	287.6	61.977	289.903	216.385
9	175.539	1546.2	358	286	61.977	289.903	216.385
9	175.862	1761.8	373.2	276.6	61.977	289.903	216.385
9	176.185	1650.6	384.8	291	61.977	289.903	216.385
9	176.507	1828.8	379.4	277.2	61.977	289.903	216.385
9	176.83	2098.2	367.6	293.2	61.977	289.903	216.385
9	177.153	2098.2	367.6	293.2	61.977	289.903	216.385
9	177.475	2421.8	399.4	282.8	61.977	289.903	216.385
9	177.798	2281.6	368.6	274.2	61.977	289.903	216.385
9	178.121	2059.8	326.4	288.4	61.977	289.903	216.385
9	178.443	1441.8	344	301.2	61.977	289.903	216.385
9	178.766	1441.8	344	301.2	61.977	289.903	216.385
9	179.089	559	350.2	316.2	61.977	289.903	216.385
9	179.411	312.6	357	340	61.977	289.903	216.385
9	179.734	373.8	366.8	340.2	61.977	289.903	216.385
9	180.057	382.2	386.2	344.6	61.977	289.903	216.385
9	180.38	486.8	383	337.2	61.977	289.903	216.385
9	180.702	638.4	397	336.4	61.977	289.903	216.385
9	181.025	660	393.2	310.6	61.977	289.903	216.385
9	181.348	622.4	365.6	291.6	61.977	289.903	216.385
9	181.67	428	356.6	304.6	61.977	289.903	216.385
9	181.993	184.6	343.4	261.6	61.977	289.903	216.385
9	182.316	135.8	303.2	240.6	61.977	289.903	216.385
9	182.638	92.4	264.8	235.2	61.977	289.903	216.385
9	182.961	84.2	260.4	235.6	61.977	289.903	216.385
9	183.284	80.2	259.8	266.6	61.977	289.903	216.385
9	183.606	75.2	284.8	271.2	61.977	289.903	216.385
9	183.929	73.8	292.6	271.2	61.977	289.903	216.385
9	184.252	69.2	312	304.6	61.977	289.903	216.385
9	184.574	69.6	357.2	345	61.977	289.903	216.385
9	184.897	68.2	406.8	403.2	61.977	289.903	216.385
9	185.22	68.2	406.8	403.2	61.977	289.903	216.385
9	185.542	71.8	429.8	390	61.977	289.903	216.385
9	185.865	66.8	443.2	387.4	61.977	289.903	216.385
9	186.188	66	429	423	61.977	289.903	216.385
9	186.51	67.6	433.2	498	61.977	289.903	216.385
9	186.833	68.4	489.4	696.2	61.977	289.903	216.385
9	187.156	68.2	722	752.4	61.977	289.903	216.385
9	187.479	67.6	684.6	664	61.977	289.903	216.385
9	187.801	71.2	820.8	557.4	61.977	289.903	216.385
9	188.124	72	617.2	474.4	61.977	289.903	216.385
9	188.447	74.4	581.4	480.6	61.977	289.903	216.385
9	188.769	80.2	579	493.2	61.977	289.903	216.385
9	189.092	82.4	597.4	463.6	61.977	289.903	216.385
9	189.415	91.2	548.2	447.8	61.977	289.903	216.385
9	189.737	102.2	560.2	496.4	61.977	289.903	216.385
9	190.06	120.4	559	456.2	61.977	289.903	216.385
9	190.383	156.2	535.4	366	61.977	289.903	216.385
9	190.705	321	466	316	61.977	289.903	216.385
9	191.028	556	423	297.2	61.977	289.903	216.385
9	191.351	580.2	395.6	323.2	61.977	289.903	216.385
9	191.673	410.8	423.6	332.2	61.977	289.903	216.385
9	191.996	215.2	443.4	330	61.977	289.903	216.385
9	192.319	116.6	438	358.4	61.977	289.903	216.385
9	192.641	84.4	466.2	364.8	61.977	289.903	216.385
9	192.964	71.2	486.2	399.6	61.977	289.903	216.385
9	193.287	66.6	468	442.2	61.977	289.903	216.385
9	193.609	69.6	447.4	398.2	61.977	289.903	216.385
9	193.932	69.2	451.2	429.8	61.977	289.903	216.385
9	194.255	70.8	458.2	418.6	61.977	289.903	216.385
9	194.578	72.6	448.2	413	61.977	289.903	216.385
9	194.9	70	465.2	419.2	61.977	289.903	216.385
9	195.223	70.2	512	440.8	61.977	289.903	216.385
9	195.546	68.4	516	460.8	61.977	289.903	216.385
9	195.868	74.8	523.4	544.6	61.977	289.903	216.385
9	196.191	74.2	544.6	559.6	61.977	289.903	216.385
9	196.514	76.2	579.8	689.4	61.977	289.903	216.385
9	196.836	75	618	750.8	61.977	289.903	216.385
9	197.159	75	618	750.8	61.977	289.903	216.385
9	197.482	81.8	603.6	828.2	61.977	289.903	216.385
9	197.804	85.8	589.2	838.4	61.977	289.903	216.385
9	198.127	88.8	714.6	1025.8	61.977	289.903	216.385
9	198.45	93.8	651.8	974.6	61.977	289.903	216.385
9	198.772	100	830.8	1190.6	61.977	289.903	216.385
9	199.095	99.8	750.2	1060	61.977	289.903	216.385
9	199.418	117.2	970.2	1096.4	61.977	289.903	216.385
9	199.74	120.4	914.4	1020.6	61.977	289.903	216.385
9	200.063	133.6	846	931	61.977	289.903	216.385
9	200.386	134.8	716.2	785.2	61.977	289.903	216.385
9	200.709	159	667.2	855.8	61.977	289.903	216.385
9	201.031	165.4	570.2	788	61.977	289.903	216.385
9	201.354	172	481.2	594.4	61.977	289.903	216.385
9	201.677	190	463	601.6	61.977	289.903	216.385
9	201.999	191	480.4	589	61.977	289.903	216.385
9	202.322	222.8	603.2	769.8	61.977	289.903	216.385
9	202.645	223.6	573.4	685	61.977	289.903	216.385
9	202.967	220.4	567.4	545.4	61.977	289.903	216.385
9	203.29	266.4	523.4	451.4	61.977	289.903	216.385
9	203.613	250.8	546.4	408.6	61.977	289.903	216.385
9	203.935	223.2	649.6	470	61.977	289.903	216.385
9	204.258	236.2	664.4	454.8	61.977	289.903	216.385
9	204.581	193	717.8	480	61.977	289.903	216.385
9	204.903	167.2	742.2	528	61.977	289.903	216.385
9	205.226	159.4	565.8	420.6	61.977	289.903	216.385
9	205.549	128.6	522	411	61.977	289.903	216.385
9	205.871	106.2	510.4	433.2	61.977	289.903	216.385
9	206.194	102.6	502.8	389.6	61.977	289.903	216.385
9	206.517	87.4	543	417.2	61.977	289.903	216.385
9	206.839	77.6	557.6	443.4	61.977	289.903	216.385
9	207.162	78.8	509.4	428	61.977	289.903	216.385
9	207.485	78.8	509.4	428	61.977	289.903	216.385
9	207.808	73.2	466.6	377.6	61.977	289.903	216.385
9	208.13	71.4	397	344.4	61.977	289.903	216.385
9	208.453	68.8	377.6	360.6	61.977	289.903	216.385
9	208.776	68.8	378.8	399.6	61.977	289.903	216.385
9	209.098	65.8	374.4	414.2	61.977	289.903	216.385
9	209.421	65.8	374.4	414.2	61.977	289.903	216.385
9	209.744	71.6	451.4	478.4	61.977	289.903	216.385
9	210.066	70.4	547.6	551.8	61.977	289.903	216.385
9	210.389	70.4	547.6	551.8	61.977	289.903	216.385
9	210.712	67	583.8	480.8	61.977	289.903	216.385
9	211.034	67.4	475.8	470.6	61.977	289.903	216.385
9	211.357	71	464.8	425.2	61.977	289.903	216.385
9	211.68	67	384.2	374.6	61.977	289.903	216.385
9	212.002	67.4	263.2	358.8	61.977	289.903	216.385
9	212.325	65.4	217.2	270.4	61.977	289.903	216.385
9	212.648	65	189.2	220.8	61.977	289.903	216.385
9	212.97	64.6	179.2	196.2	61.977	289.903	216.385
9	213.293	66.8	174.4	185	61.977	289.903	216.385
9	213.616	65	179	186.6	61.977	289.903	216.385
9	213.938	64.2	223.8	184.2	61.977	289.903	216.385
9	214.261	66.2	241.2	187.8	61.977	289.903	216.385
9	214.584	66.8	251.2	207.4	61.977	289.903	216.385
9	214.907	66.4	205.8	226	61.977	289.903	216.385
9	215.229	65.4	192	221.8	61.977	289.903	216.385
9	215.552	63	187	208.4	61.977	289.903	216.385
9	215.875	65.2	239.6	206.2	61.977	289.903	216.385
9	216.197	67.2	273.4	221.8	61.977	289.903	216.385
9	216.52	66.4	319.2	253.6	61.977	289.903	216.385
9	216.843	65	328.6	277.6	61.977	289.903	216.385
9	217.165	63.8	338.4	334.8	61.977	289.903	216.385
9	217.488	63.4	355.4	383.6	61.977	289.903	216.385
9	217.811	63.6	363.4	414.4	61.977	289.903	216.385
9	218.133	62.8	420.6	459.8	61.977	289.903	216.385
9	218.456	63.2	515.2	496.2	61.977	289.903	216.385
9	218.779	64.4	572	604.4	61.977	289.903	216.385
9	219.101	63.6	545.4	641.6	61.977	289.903	216.385
9	219.424	62.8	513.2	626.2	61.977	289.903	216.385
9	219.747	62	435	563.4	61.977	289.903	216.385
9	220.069	64	410.8	587.6	61.977	289.903	216.385
9	220.392	64.6	410.8	590	61.977	289.903	216.385
9	220.715	64.2	356.4	473.6	61.977	289.903	216.385
9	221.037	63.4	385.2	468.4	61.977	289.903	216.385
9	221.36	61.8	406.2	471.8	61.977	289.903	216.385
9	221.683	64	402.2	429.6	61.977	289.903	216.385
9	222.006	61.8	393.4	421	61.977	289.903	216.385
9	222.328	61.8	393.4	421	61.977	289.903	216.385
9	222.651	62.2	498.4	428.8	61.977	289.903	216.385
9	222.974	66.4	607.8	482.8	61.977	289.903	216.385
9	223.296	63.8	738.2	600.2	61.977	289.903	216.385
9	223.619	64.4	571.8	766.6	61.977	289.903	216.385
9	223.942	61.8	588.8	819.4	61.977	289.903	216.385
9	224.264	64.6	486.8	678.6	61.977	289.903	216.385
9	224.587	64.8	496.2	625.4	61.977	289.903	216.385
9	224.91	62.4	467.2	531.8	61.977	289.903	216.385
9	225.232	62	420	429.2	61.977	289.903	216.385
9	225.555	58.4	377.6	393.6	61.977	289.903	216.385
9	225.878	62	345.8	362.6	61.977	289.903	216.385
9	226.2	63.6	329.6	281.6	61.977	289.903	216.385
9	226.523	62	325	263.6	61.977	289.903	216.385
9	226.846	61.4	278.6	255.8	61.977	289.903	216.385
9	227.168	61	240.2	262.6	61.977	289.903	216.385
9	227.491	61	240.2	262.6	61.977	289.903	216.385
9	227.814	60.8	218.4	237.8	61.977	289.903	216.385
9	228.137	65.6	296.4	251.2	61.977	289.903	216.385
9	228.459	65.2	369.8	282.2	61.977	289.903	216.385
9	228.782	63	430	314.8	61.977	289.903	216.385
9	229.105	64.2	522.2	414.4	61.977	289.903	216.385
9	229.427	62.8	522.4	446.8	61.977	289.903	216.385
9	229.75	64.4	462	453.8	61.977	289.903	216.385
9	230.073	65	454	439.4	61.977	289.903	216.385
9	230.395	65.6	490.6	435.2	61.977	289.903	216.385
9	230.718	64.4	505.8	470.6	61.977	289.903	216.385
9	231.041	64.4	453.2	522.6	61.977	289.903	216.385
9	231.363	63.6	448.6	505	61.977	289.903	216.385
9	231.686	61.2	430	484.4	61.977	289.903	216.385
9	232.009	62.8	371.2	420	61.977	289.903	216.385
9	232.331	61.4	306.2	347.6	61.977	289.903	216.385
9	232.654	61.4	306.2	347.6	61.977	289.903	216.385
9	232.977	64	325	294	61.977	289.903	216.385
9	233.299	61.2	338.6	278.8	61.977	289.903	216.385
9	233.622	63.2	443.4	293.2	61.977	289.903	216.385
9	233.945	63.8	446.4	282.4	61.977	289.903	216.385
9	234.267	64.2	460.4	276.8	61.977	289.903	216.385
9	234.59	60.6	504.4	360.4	61.977	289.903	216.385
9	234.913	60.6	379.2	344.4	61.977	289.903	216.385
9	235.236	61	293.2	311.2	61.977	289.903	216.385
9	235.558	61.2	299.2	295.8	61.977	289.903	216.385
9	235.881	63.8	280.6	277.4	61.977	289.903	216.385
9	236.204	62	278.4	242.6	61.977	289.903	216.385
9	236.526	65.2	372.6	258.8	61.977	289.903	216.385
9	236.849	64.6	295.2	235.8	61.977	289.903	216.385
9	237.172	67.6	235.4	210.4	61.977	289.903	216.385
9	237.494	65.2	229	229.6	61.977	289.903	216.385
9	237.817	65.2	229	229.6	61.977	289.903	216.385
9	238.14	63.4	234.4	224.4	61.977	289.903	216.385
9	238.462	65.4	246.4	237.2	61.977	289.903	216.385
9	238.785	66.8	222.8	234.4	61.977	289.903	216.385
9	239.108	64.6	192	213.6	61.977	289.903	216.385
9	239.43	65.6	190.6	203.2	61.977	289.903	216.385
9	239.753	68	172.4	191	61.977	289.903	216.385
9	240.076	70.6	162.6	174.8	61.977	289.903	216.385
9	240.398	73	187.4	177.8	61.977	289.903	216.385
9	240.721	75.8	229.4	203	61.977	289.903	216.385
9	241.044	80.6	306.4	227.2	61.977	289.903	216.385
9	241.366	86.2	385.4	287.4	61.977	289.903	216.385
9	241.689	89	304.8	327.8	61.977	289.903	216.385
9	242.012	88	217.2	284	61.977	289.903	216.385
9	242.335	107	190.6	221.2	61.977	289.903	216.385
9	242.657	115.8	199	198.8	61.977	289.903	216.385
9	242.98	139.8	234.4	213.2	61.977	289.903	216.385
9	243.303	139.8	234.4	213.2	61.977	289.903	216.385
9	243.625	159	245.6	225.4	61.977	289.903	216.385
9	243.948	203.8	264.4	274	61.977	289.903	216.385
9	244.271	238	299.6	314.8	61.977	289.903	216.385
9	244.593	281.8	340.8	362	61.977	289.903	216.385
9	244.916	401	455.8	379.2	61.977	289.903	216.385
9	245.239	488.8	493.4	465.8	61.977	289.903	216.385
9	245.561	598.2	535	497.6	61.977	289.903	216.385
9	245.884	767.6	588.8	543.8	61.977	289.903	216.385
9	246.207	840	586.6	594.4	61.977	289.903	216.385
9	246.529	874.4	523.6	571.4	61.977	289.903	216.385
9	246.852	953.8	613.6	501.4	61.977	289.903	216.385
9	247.175	1002.8	606.8	474	61.977	289.903	216.385
9	247.497	1033	570.8	472.8	61.977	289.903	216.385
9	247.82	1128.4	572.2	511.2	61.977	289.903	216.385
9	248.143	1154.6	549.6	486.2	61.977	289.903	216.385
9	248.466	1154.6	549.6	486.2	61.977	289.903	216.385
9	248.788	1169	615	486.2	61.977	289.903	216.385
9	249.111	1136.2	624.6	481.8	61.977	289.903	216.385
10	0	71.6	445.2	400.6	61.903	216.119	199.545
10	0.323	73.6	492.8	387	61.903	216.119	199.545
10	0.645	73	462.6	391.2	61.903	216.119	199.545
10	0.968	72.8	531.8	440.8	61.903	216.119	199.545
10	1.291	77	520.8	443	61.903	216.119	199.545
10	1.613	73.8	526.8	481.4	61.903	216.119	199.545
10	1.936	74.2	494.8	481	61.903	216.119	199.545
10	2.259	73.8	512.4	479	61.903	216.119	199.545
10	2.581	72.8	538.2	458.6	61.903	216.119	199.545
10	2.904	70.8	570.4	483.8	61.903	216.119	199.545
10	3.227	68.8	513.4	561.2	61.903	216.119	199.545
10	3.549	68.2	549.8	578.8	61.903	216.119	199.545
10	3.872	68.6	613	528.6	61.903	216.119	199.545
10	4.195	70.2	635.2	555	61.903	216.119	199.545
10	4.517	69.6	686.8	577.8	61.903	216.119	199.545
10	4.84	68.6	809.4	699	61.903	216.119	199.545
10	5.163	69.8	934.6	783.8	61.903	216.119	199.545
10	5.485	68.2	1102.8	940.6	61.903	216.119	199.545
10	5.808	70.6	1124	979.2	61.903	216.119	199.545
10	6.131	70	1108	1008.2	61.903	216.119	199.545
10	6.453	71.6	1050.2	954	61.903	216.119	199.545
10	6.776	68.2	974.6	935.2	61.903	216.119	199.545
10	7.099	71.2	1005.2	893.4	61.903	216.119	199.545
10	7.421	72	1060.8	937	61.903	216.119	199.545
10	7.744	73.2	1210	1003.4	61.903	216.119	199.545
10	8.067	75.2	1323.6	1241.2	61.903	216.119	199.545
10	8.389	76.6	1204	1248.8	61.903	216.119	199.545
10	8.712	76.6	1204	1248.8	61.903	216.119	199.545
10	9.035	78.6	1292.2	1105.4	61.903	216.119	199.545
10	9.357	80	1618.6	1144.8	61.903	216.119	199.545
10	9.68	81.2	1709	1167.4	61.903	216.119	199.545
10	10.003	81.2	1884.2	1439.2	61.903	216.119	199.545
10	10.325	80.2	1669.4	1731.2	61.903	216.119	199.545
10	10.648	83.6	1241.6	1573.2	61.903	216.119	199.545
10	10.971	79	829	1213.6	61.903	216.119	199.545
10	11.293	80	672.8	1019.4	61.903	216.119	199.545
10	11.616	78.6	603	776.4	61.903	216.119	199.545
10	11.939	81	625.2	589	61.903	216.119	199.545
10	12.261	78.6	728	575.4	61.903	216.119	199.545
10	12.584	78.6	728	575.4	61.903	216.119	199.545
10	12.907	80.6	638.6	635.4	61.903	216.119	199.545
10	13.229	78.6	530.6	563.8	61.903	216.119	199.545
10	13.552	79	537	512.6	61.903	216.119	199.545
10	13.875	78.6	563.8	452.4	61.903	216.119	199.545
10	14.197	77.6	700.4	473	61.903	216.119	199.545
10	14.52	75	859.6	571.2	61.903	216.119	199.545
10	14.843	75.8	1143	746.2	61.903	216.119	199.545
10	15.165	74	1226.6	833	61.903	216.119	199.545
10	15.488	73.4	1143	925.2	61.903	216.119	199.545
10	15.811	75.4	1096	909	61.903	216.119	199.545
10	16.133	76	1218.6	979.4	61.903	216.119	199.545
10	16.456	75.8	1127.2	997.6	61.903	216.119	199.545
10	16.779	75.4	903	924.4	61.903	216.119	199.545
10	17.101	74.2	740.6	947	61.903	216.119	199.545
10	17.424	73.4	509.2	624	61.903	216.119	199.545
10	17.747	73.4	495.6	494.4	61.903	216.119	199.545
10	18.069	74.2	500	429	61.903	216.119	199.545
10	18.392	71.6	462.4	387.6	61.903	216.119	199.545
10	18.715	74	415.8	381.6	61.903	216.119	199.545
10	19.037	73.6	408.4	405.2	61.903	216.119	199.545
10	19.36	71	377.8	331.4	61.903	216.119	199.545
10	19.683	71.4	384.8	325	61.903	216.119	199.545
10	20.005	68	468.8	342.6	61.903	216.119	199.545
10	20.328	68	468.8	342.6	61.903	216.119	199.545
10	20.651	70	520.4	401	61.903	216.119	199.545
10	20.973	71.4	505.4	398.6	61.903	216.119	199.545
10	21.296	74.6	505.8	420.6	61.903	216.119	199.545
10	21.619	69.8	517.8	424.6	61.903	216.119	199.545
10	21.941	70.2	547.2	404.4	61.903	216.119	199.545
10	22.264	74.4	602.6	436.4	61.903	216.119	199.545
10	22.587	79.4	571.6	482	61.903	216.119	199.545
10	22.909	75.6	544.8	510.6	61.903	216.119	199.545
10	23.232	73.2	487.2	469.4	61.903	216.119	199.545
10	23.555	76	419.2	415.2	61.903	216.119	199.545
10	23.877	73.8	389.4	359.2	61.903	216.119	199.545
10	24.2	69.2	355.8	335.2	61.903	216.119	199.545
10	24.523	69.2	355.8	335.2	61.903	216.119	199.545
10	24.845	70.4	347.8	305.2	61.903	216.119	199.545
10	25.168	72	375.8	307.2	61.903	216.119	199.545
10	25.491	71.2	401	318.4	61.903	216.119	199.545
10	25.813	75.4	490	365.8	61.903	216.119	199.545
10	26.136	75.4	490	365.8	61.903	216.119	199.545
10	26.459	76.4	580.6	450.6	61.903	216.119	199.545
10	26.781	79.8	718.6	532.6	61.903	216.119	199.545
10	27.104	78	861.2	606.4	61.903	216.119	199.545
10	27.427	78.2	1096.2	775.6	61.903	216.119	199.545
10	27.749	81.6	1312.6	1001.2	61.903	216.119	199.545
10	28.072	77.2	1324	1086.8	61.903	216.119	199.545
10	28.395	80.2	1488	1410.4	61.903	216.119	199.545
10	28.717	80	1572.6	1737.6	61.903	216.119	199.545
10	29.04	79.2	1672.2	1915.8	61.903	216.119	199.545
10	29.363	76.8	1615	1984.6	61.903	216.119	199.545
10	29.685	79.4	1542.2	2073.4	61.903	216.119	199.545
10	30.008	77.8	1325.4	1900	61.903	216.119	199.545
10	30.331	78.8	1090.6	1618.8	61.903	216.119	199.545
10	30.653	76.2	1005.2	1278	61.903	216.119	199.545
10	30.976	78.4	1000.8	1138.8	61.903	216.119	199.545
10	31.299	79.4	863.8	1095.6	61.903	216.119	199.545
10	31.621	79.4	863.8	1095.6	61.903	216.119	199.545
10	31.944	75.4	721.2	1034.6	61.903	216.119	199.545
10	32.267	73.2	604.6	889.2	61.903	216.119	199.545
10	32.589	73	550.4	760	61.903	216.119	199.545
10	32.912	74	509	602.2	61.903	216.119	199.545
10	33.235	76	525.4	529.6	61.903	216.119	199.545
10	33.557	76	525.4	529.6	61.903	216.119	199.545
10	33.88	78	532.2	501.8	61.903	216.119	199.545
10	34.203	77.6	564.8	476.8	61.903	216.119	199.545
10	34.525	75.6	594.6	440.4	61.903	216.119	199.545
10	34.848	77.6	661.4	463	61.903	216.119	199.545
10	35.171	79.8	701.8	492.4	61.903	216.119	199.545
10	35.493	81.2	683.2	510.6	61.903	216.119	199.545
10	35.816	81.2	683.2	510.6	61.903	216.119	199.545
10	36.139	86.8	587	518.8	61.903	216.119	199.545
10	36.461	86.8	532.4	496.8	61.903	216.119	199.545
10	36.784	86.2	494.4	452.6	61.903	216.119	199.545
10	37.107	91	507	441.8	61.903	216.119	199.545
10	37.429	97.4	511.2	450.4	61.903	216.119	199.545
10	37.752	103.8	547.8	520.2	61.903	216.119	199.545
10	38.075	111.2	566.6	554.4	61.903	216.119	199.545
10	38.397	126.2	673.4	677.4	61.903	216.119	199.545
10	38.72	126.2	673.4	677.4	61.903	216.119	199.545
10	39.043	142.2	726.8	785.6	61.903	216.119	199.545
10	39.365	161.4	870.6	1088.8	61.903	216.119	199.545
10	39.688	191.4	922	1243.4	61.903	216.119	199.545
10	40.011	225	967.2	1350.4	61.903	216.119	199.545
10	40.333	272	1004.2	1522.4	61.903	216.119	199.545
10	40.656	316	1086.4	1931	61.903	216.119	199.545
10	40.979	373.6	1121.2	2126.2	61.903	216.119	199.545
10	41.301	449	1134	2454	61.903	216.119	199.545
10	41.624	538.6	1041.6	2802.6	61.903	216.119	199.545
10	41.947	640.8	915.6	2979.8	61.903	216.119	199.545
10	42.269	776.4	818	2989.4	61.903	216.119	199.545
10	42.592	979.2	769.6	2972.6	61.903	216.119	199.545
10	42.915	1183.8	755.6	2944.8	61.903	216.119	199.545
10	43.237	1414.8	723	2785.8	61.903	216.119	199.545
10	43.56	1624	748.6	2539	61.903	216.119	199.545
10	43.883	1825.2	739	2359.6	61.903	216.119	199.545
10	44.205	2008.2	695.8	2126	61.903	216.119	199.545
10	44.528	2145.2	652.4	1858.6	61.903	216.119	199.545
10	44.851	2266.6	589.6	1627.4	61.903	216.119	199.545
10	45.174	2645.4	568.2	1471	61.903	216.119	199.545
10	45.496	2758.6	592.6	1429.4	61.903	216.119	199.545
10	45.819	2868.4	636.4	1497	61.903	216.119	199.545
10	46.142	2928.4	701	1562.2	61.903	216.119	199.545
10	46.464	3378.8	898.6	1639	61.903	216.119	199.545
10	46.787	3291.2	875.4	1740.8	61.903	216.119	199.545
10	47.11	3145.6	815.4	1816.2	61.903	216.119	199.545
10	47.432	3291.2	735.2	1541	61.903	216.119	199.545
10	47.755	2995.6	681.8	1531	61.903	216.119	199.545
10	48.078	3099.2	626.4	1369	61.903	216.119	199.545
10	48.4	2672.8	560.6	1438.2	61.903	216.119	199.545
10	48.723	2672.8	560.6	1438.2	61.903	216.119	199.545
10	49.046	2882.4	444.2	1295	61.903	216.119	199.545
10	49.368	2441	400.4	1385.4	61.903	216.119	199.545
10	49.691	2547.4	376.4	1397.8	61.903	216.119	199.545
10	50.014	2167	379.2	1333.2	61.903	216.119	199.545
10	50.336	2139.8	401.4	1288.2	61.903	216.119	199.545
10	50.659	1735.6	437.8	1270.6	61.903	216.119	199.545
10	50.982	1594	568.2	1282.6	61.903	216.119	199.545
10	51.304	1594	568.2	1282.6	61.903	216.119	199.545
10	51.627	1484.2	645	1369.6	61.903	216.119	199.545
10	51.95	1159.4	637.6	1450	61.903	216.119	199.545
10	52.272	1010.6	659	1593.2	61.903	216.119	199.545
10	52.595	807.2	670.4	1688	61.903	216.119	199.545
10	52.918	702.8	688.6	1945.2	61.903	216.119	199.545
10	53.24	723.6	766.2	2109.2	61.903	216.119	199.545
10	53.563	612.8	727.2	2130	61.903	216.119	199.545
10	53.886	560.6	765.2	2297	61.903	216.119	199.545
10	54.208	609.6	733.6	2171.6	61.903	216.119	199.545
10	54.531	694.2	779	2216.4	61.903	216.119	199.545
10	54.854	644.2	826.8	2277	61.903	216.119	199.545
10	55.176	853.4	793.4	2128.8	61.903	216.119	199.545
10	55.499	1081.4	772.4	1998	61.903	216.119	199.545
10	55.822	1283	782.6	1968	61.903	216.119	199.545
10	56.144	1283	782.6	1968	61.903	216.119	199.545
10	56.467	1335	782.2	2070.8	61.903	216.119	199.545
10	56.79	1428.6	739	2035.6	61.903	216.119	199.545
10	57.112	1843.2	677.4	1903.8	61.903	216.119	199.545
10	57.435	1564.8	727.8	1996.4	61.903	216.119	199.545
10	57.758	1683.8	709.8	1874	61.903	216.119	199.545
10	58.08	2067.4	649	1722.4	61.903	216.119	199.545
10	58.403	2135	663.6	1664.4	61.903	216.119	199.545
10	58.726	1743.8	729	1726	61.903	216.119	199.545
10	59.048	2093.8	658.2	1531	61.903	216.119	199.545
10	59.371	1851	667.6	1453.2	61.903	216.119	199.545
10	59.694	1384.4	741.8	1481.8	61.903	216.119	199.545
10	60.016	1012.2	731.8	1438.4	61.903	216.119	199.545
10	60.339	1014.8	668.8	1267.2	61.903	216.119	199.545
10	60.662	602.8	708	1356.6	61.903	216.119	199.545
10	60.984	366.6	664.6	1139.8	61.903	216.119	199.545
10	61.307	253.4	593.4	1003.2	61.903	216.119	199.545
10	61.63	253.4	593.4	1003.2	61.903	216.119	199.545
10	61.952	176	521.4	870.4	61.903	216.119	199.545
10	62.275	144.4	435.4	722	61.903	216.119	199.545
10	62.598	145.8	410.6	690.8	61.903	216.119	199.545
10	62.92	122	395.6	588	61.903	216.119	199.545
10	63.243	117.4	338.4	488.6	61.903	216.119	199.545
10	63.566	106.6	344	463.6	61.903	216.119	199.545
10	63.888	100	337.8	418.2	61.903	216.119	199.545
10	64.211	101.8	347.8	413.6	61.903	216.119	199.545
